,ent,ent_label
1095,Louisiana,GPE
1096,so many years,DATE
1097,two,CARDINAL
1098,Sweden,GPE
1099,Denmark,GPE
1100,Spain,GPE
1101,1819 - 02 - 22,DATE
1102,Washington,GPE
1103,Spain,GPE
1104,America,GPE
1105,America,GPE
1106,Spain,GPE
1107,Spain,GPE
1108,British,NORP
1109,Catholic,NORP
1110,two,CARDINAL
1111,France,GPE
1112,Naples,GPE
1113,France,GPE
1114,Congress,ORG
1115,Europe,LOC
1116,two,CARDINAL
1117,Sicilian Majesty,PERSON
1118,Terceira,GPE
1119,Portuguese,NORP
1120,Southern,NORP
1121,Europe,LOC
1122,last year,DATE
1123,St. Petersburg,GPE
1124,Imperial Majesty,ORG
1125,Austria,GPE
1126,Germany,GPE
1127,Hanseatic,NORP
1128,Prussia,GPE
1129,Europe,LOC
1130,Porte,ORG
1131,Court,ORG
1132,Europe,LOC
1133,China,GPE
1134,the East Indies,ORG
1135,one,CARDINAL
1136,Sumatra,LANGUAGE
1137,America,GPE
1138,Congress,ORG
1139,the United Republics,ORG
1140,Mexico,GPE
1141,Congress,ORG
1142,St. Louis,GPE
1143,Missouri,GPE
1144,Mexico,GPE
1145,Indian,NORP
1146,the United States,GPE
1147,Mexican,NORP
1148,Central America,LOC
1149,two,CARDINAL
1150,Atlantic,LOC
1151,the Pacific Ocean,LOC
1152,Colombia,GPE
1153,two,CARDINAL
1154,Peru,GPE
1155,the Pacific Ocean,LOC
1156,the Empire of Brazil,GPE
1157,two,CARDINAL
1158,Rio Janeiro,GPE
1159,Buenos Aires,PERSON
1160,South American,NORP
1161,the Falkland Islands,GPE
1162,the present year one,DATE
1163,Buenos Aires,PERSON
1164,Congress,ORG
1165,Providence,GPE
1166,State,ORG
1167,Indian,NORP
1168,Congress,ORG
1169,"500,000",MONEY
1170,the Chickasaws and Choctaws,ORG
1171,the Mississippi River,LOC
1172,Mississippi,GPE
1173,Alabama,GPE
1174,Indian,NORP
1175,1832,DATE
1176,Georgia,GPE
1177,Cherokee Indians,PRODUCT
1178,two-thirds,CARDINAL
1179,Georgia,GPE
1180,the present year,DATE
1181,Ohio,GPE
1182,Indian,NORP
1183,Ohio,GPE
1184,Indian,NORP
1185,Indiana,GPE
1186,a few years,DATE
1187,Indian,NORP
1188,Indian,NORP
1189,Indian,NORP
1190,Indians,NORP
1191,Eastern,ORG
1192,Indians,NORP
1193,Christian,NORP
1194,American Indians,NORP
1195,the Treasury Department,ORG
1196,Treasury,ORG
1197,the present year,DATE
1198,"27,700,000",MONEY
1199,"14,700,000",MONEY
1200,the year,DATE
1201,"16,500,000",MONEY
1202,any year,DATE
1203,the two years,DATE
1204,1829 - 03 - 04,DATE
1205,1832 - 01,DATE
1206,less than three years,DATE
1207,"40,000,000",MONEY
1208,the present year,DATE
1209,Treasury,ORG
1210,the next year,DATE
1211,the present year,DATE
1212,the four years,DATE
1213,Congress,ORG
1214,Congress,ORG
1215,annual,DATE
1216,1829 - 12,DATE
1217,Congress,ORG
1218,the United States,GPE
1219,Treasury,ORG
1220,the United States,GPE
1221,the Postmaster General,ORG
1222,Congress,ORG
1223,State,ORG
1224,Constitution,LAW
1225,Congress,ORG
1226,Congress,ORG
1227,Congress,ORG
1228,the District of Columbia,GPE
1229,Constitution,LAW
1230,District,GPE
1231,Congress,ORG
1232,District,GPE
1233,two,CARDINAL
1234,Potomac,LANGUAGE
1235,the 10 miles,QUANTITY
1236,Virginia,GPE
1237,Maryland,GPE
1238,the United States,GPE
1239,Congress,ORG
1240,District,GPE
1241,two,CARDINAL
1242,Congress,ORG
1243,Congress,ORG
1244,Constitution,LAW
1245,the United States,GPE
1246,One-fourth,CARDINAL
1247,Indiana,GPE
1248,Illinois,GPE
1249,Missouri,GPE
1250,Alabama,GPE
1251,Mississippi,GPE
1252,Louisiana,GPE
1253,18,CARDINAL
1254,Congress,ORG
1255,the Bank of the United States,ORG
1256,Constitution,LAW
1257,Senate,ORG
