,ent,ent_label
287,Senate,ORG
288,House of Representatives,ORG
289,the Giver of All Good,ORG
290,Union,ORG
291,the United States,GPE
292,first,ORDINAL
293,the United States,GPE
294,so many millions,CARDINAL
295,European,NORP
296,Great Britain,GPE
297,the United States,GPE
298,Executive,ORG
299,more than half a century,CARDINAL
300,the United States,GPE
301,the Federal Government,ORG
302,Time,ORG
303,the British Government,ORG
304,1783,DATE
305,the United States,GPE
306,States,GPE
307,the British Government,ORG
308,Great Britain,GPE
309,the United States,GPE
310,England,GPE
311,the United States,GPE
312,two,CARDINAL
313,the State of Maine,GPE
314,Union,ORG
315,France,GPE
316,the United States,GPE
317,two,CARDINAL
318,France,GPE
319,Russia,GPE
320,the United States,GPE
321,Court,ORG
322,two,CARDINAL
323,Congress,ORG
324,1837,DATE
325,Austria,GPE
326,Prussia,GPE
327,the German Empire,GPE
328,the Commercial League,ORG
329,Spain,GPE
330,Spain,GPE
331,Kingdom,GPE
332,the United States,GPE
333,Portugal,GPE
334,the 11th day of October,DATE
335,"May 25, 1832",DATE
336,Portuguese,NORP
337,the United States,GPE
338,Portugal,GPE
339,Portuguese,NORP
340,Portugal,GPE
341,the United States,GPE
342,American,NORP
343,Executive,ORG
344,Congress,ORG
345,the Portuguese Government,ORG
346,the United States,GPE
347,the Department of State,ORG
348,the month of September,DATE
349,Portugal,GPE
350,Holland,GPE
351,Sweden,GPE
352,Denmark,GPE
353,Naples,GPE
354,Belgium,GPE
355,Mediterranean,LOC
356,Greece,GPE
357,two,CARDINAL
358,the Governments of Siam,ORG
359,Muscat,GPE
360,Congress,ORG
361,Muscat,GPE
362,Cuba,GPE
363,Porto Rico,GPE
364,the United States,GPE
365,Spain,GPE
366,Peru,GPE
367,Chili,GPE
368,Brazil,GPE
369,the Argentine Republic,GPE
370,the Republics of Colombia,ORG
371,Mexico,GPE
372,more than twenty years,DATE
373,New Granada,GPE
374,Venezuela,GPE
375,Ecuador,GPE
376,the Republic of Colombia,GPE
377,the United States,GPE
378,the Peru-Bolivian Confederation,ORG
379,Peru,GPE
380,Chili,PRODUCT
381,the Argentine Republic,GPE
382,Mexico,GPE
383,second,ORDINAL
384,Congress,ORG
385,Congress,ORG
386,Legislature,ORG
387,Congress,ORG
388,the Mexican Government,ORG
389,Mexico,GPE
390,the 20th of July,DATE
391,Mexican,NORP
392,the Mexican Republic,GPE
393,two,CARDINAL
394,the United States,GPE
